id,activity,sector,use
1193907,Farming,Agriculture,to buy dairy cows and fertilizers in order to invest in her business
965775,Fruits & Vegetables,Food,to purchase more fruit to sell.
1034742,Cosmetics Sales,Retail,"purchase colognes, blush, scented powders, nail polish and perfumes."
804369,Agriculture,Agriculture,"to buy cost efficient maize seeds and fertilizer for the coming harvesting season, as well as a solar light.							"
831797,Retail,Retail,to buy more stock of cashew nuts.
1031755,Home Energy,Personal Use,to purchase solar energy.
1228772,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.
1003385,Farming,Agriculture,to buy maize seeds and fertilizer.
807696,Higher education costs,Education,to pay for tuition.
1188380,Livestock,Agriculture,to purchase some livestock in order to increase her livestock numbers.
842930,Farming,Agriculture,to pay for five calves and forage for feeding the livestock
859909,Home Appliances,Personal Use,to buy a solar system for heating water.
1117214,Cloth & Dressmaking Supplies,Retail,"to buy coloured wool, thread and other items."
796836,Poultry,Agriculture,"to invest in chickens, concentrate and vitamins. "
681869,Clothing Sales,Clothing,to buy a spring-summer season clothes collection for her business
1009934,Food,Food,buy a refrigerator to have the appropriate equipment to keep high demand products cold.
1110459,Farming,Agriculture,to purchase improved farm inputs that will increase his farm yield.
1001904,Services,Services,to purchase propane tanks.
1042629,Cosmetics Sales,Retail,"to buy sunscreens, creams and perfumes."
1286593,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.
722390,Grocery Store,Food,"to buy rice, sugar, milk, and cookies."
955030,Poultry,Agriculture,To buy poultry
668448,Retail,Retail,to buy glassmaking materials and laminated glass for cathedrals
1013875,General Store,Retail,"to buy items to sell like bread, condiments, junk food, home care products and other groceries"
741768,Fish Selling,Food,to purchase more dried fish to sell to her customers
1095995,General Store,Retail,"to buy items to sell like beverages, canned goods, junk foods, home product care and other groceries."
1202016,Cattle,Agriculture,to buy cattle to increase her herd.
752256,Higher education costs,Education,To pay university fees.
1127288,Farming,Agriculture,to purchase farm inputs and fertilizer.
1002544,Food Production/Sales,Food,"to buy bananas, yucca, corn, potatoes, chicken meat, oil, and other ingredients to make snacks."
802964,Retail,Retail,"buy cosmetics, female accessories, stationary items, and Christmas decorations.  "
1258035,General Store,Retail,"to purchase stock of sugar, rice, maize flour and wheat flour"
1128637,Charcoal Sales,Retail,to purchase additional sacks of charcoal to sell.
950448,Fruits & Vegetables,Food,to buy fruit to help her husband expand his fruit selling business.
810172,Food,Food,to buy peanut butter to sell
1333133,Cattle,Agriculture,to buy more cattle for fattening.
1326984,Food Production/Sales,Food,"to buy supplies to sell chicken with bread and hamburgers, and to use the earnings to pay for her children's education as she is a single mother."
977440,General Store,Retail,"to buy more items to sell like canned goods, eggs, milk, sugar, coffee, etc."
658018,Food Production/Sales,Food,to buy 125kg of beans for $100 and 50kg of coffee for $100.
1298124,Farming,Agriculture,"to buy fertilizer, pesticides, and to pay the plowing fee for the purpose of growing his crop well."
1005824,Primary/secondary school costs,Education,to pay tuition fees for her children.
1300942,General Store,Retail,"to buy assorted drinks, cigarettes, breads, and provisions to sell to her customers."
680882,Property,Housing,to purchase building materials and pay for construction labor
1225431,Higher education costs,Education,to buy tools for university.
676266,Embroidery,Arts,"to purchase cloth and spools of thread, along with packs of sequins and beads in different colors."
710865,Clothing,Clothing,"To buy shirts, trousers, shorts, long-sleeved and short-sleeved clothing"
1089508,Services,Services,
977557,Cereals,Food,to buy additional stock of rice to sell.
949394,Cattle,Agriculture,to buy some cattle.
1020899,Animal Sales,Agriculture,"to buy animals such as hens, turkeys, etc and feed."
720863,Cereals,Food,To buy food products.
1311821,General Store,Retail,"to buy items to sell, like canned goods, personal care products, etc."
1280755,Furniture Making,Manufacturing,to buy wood for making furniture.
830854,Livestock,Agriculture,buy two cows.
706167,Fish Selling,Food,to buy fish.
962087,Home Energy,Personal Use,"To buy a biodigester for clean, renewable fuel for cooking."
1067813,Higher education costs,Education,to cover her university fees
888409,Retail,Retail,to buy soda and juice.
1289212,Farming,Agriculture,to purchase manure to grow potatoes.
1318924,Clothing Sales,Clothing,to purchase more dry goods and clothes to sell
1002858,Grocery Store,Food,"To purchase chocolate, milk, and oil."
1290697,Charcoal Sales,Retail,to purchase more charcoal to sell
1310115,Farming,Agriculture,to purchase improved farm inputs that will increase his farm yield.
1074005,Grocery Store,Food,"to buy rice, sugar, milk, and other products."
945909,Retail,Retail,"to buy shirts, trousers, sandals, perfumes, and crèmes."
910976,Agriculture,Agriculture,"to buy agricultural inputs like manure, pesticides and herbicides to improve her crops."
1248038,Rickshaw,Transportation,to repair a moto rickshaw for her son's transportation service to generate income
788578,Agriculture,Agriculture,to rent a machine to bring in his harvest
1199319,Clothing Sales,Clothing,to buy more clothes so that she open her own boutique.
1087808,Cosmetics Sales,Retail,buy some more tools for my business
954191,Fish Selling,Food,to buy more fish for resale.
1122590,Farming,Agriculture,buy several calves for his farm.
756380,Primary/secondary school costs,Education,to pay for his son's education. 
1155902,Home Energy,Personal Use,to buy a solar energy system.
1122883,Farming,Agriculture,to buy farm equipment to increase productivity on her farm.
734664,Personal Housing Expenses,Housing,to build a hygienic latrine for his family.
814550,Charcoal Sales,Retail,to buy additional sacks of charcoal to sell.
1131711,Farming,Agriculture,To purchase fertilizer for her farming to increase the yields.
708939,Higher education costs,Education,to pay for tuition and monthly fees for a year.
956200,Farming,Agriculture,to pay for pesticide and plowing fee to protect her farm from threats by insects to badly affect her crop.
828517,Construction,Construction,to perform maintenance on his tools and to purchase new ones for his business. 
774169,General Store,Retail,"to buy oil, rice, sugar, sweets and drinks to sell to customers who come to buy tortillas and ""pupusas""."
687699,Furniture Making,Manufacturing,to buy materials to make wood furniture.
665436,General Store,Retail,to expand his assortment and supply more products for his market
1012736,Bricks,Construction,"to buy cut firewood, sand, clay, and other supplies."
1007502,Farming,Agriculture,to prepare farmland and buy organic fertilizer for her sesame crop to earn income for her daughter’s studying.
1150118,Livestock,Agriculture,to purchase additional livestock to raise
1191472,Primary/secondary school costs,Education,to pay for his children’s school fees.
1266397,General Store,Retail,"buy mostly beans, rice, sugar and sauces, which are the products in highest demand."
1099168,Cereals,Food,to buy rice to sell and pig feed.
915885,Animal Sales,Agriculture,to buy guinea pigs and feed for them.
992863,Fish Selling,Food,to purchase additional boxes of dried fish to sell
1180410,Vehicle,Personal Use,to repair his motorcycle.
1230213,Retail,Retail,to buy merchandise.
1031724,General Store,Retail,"to purchase a more technical oven, an industrial kneading machine and display cases."
915572,Farming,Agriculture,"to buy potato seedlings, of a new and good sort, fertilizer and also diesel fuel"
752343,General Store,Retail,"to purchase more items like snack foods, canned goods and other groceries for her general store"
1293851,Farming,Agriculture,to buy fertilizer for cashew growing.
932640,Poultry,Agriculture,"to buy chickens, concentrated feed, and vitamins."
993261,Restaurant,Food,buy a new stove to cook and more inputs to make food
1046660,Farming,Agriculture,"to buy farm inputs such as seeds, fertilizer, herbicides and pesticides."
904036,Higher education costs,Education,to pay for one year of tuition fees and living expenses at the Maharishi Institute. 
676465,Upholstery,Services,"to buy fabric and synthetic leather, among other supplies"
1298066,Pigs,Agriculture,to buy piglets and feed
709410,Fruits & Vegetables,Food,to buy more fruits and vegetables to sell.
1297631,Personal Housing Expenses,Housing,to buy a kitchen in the house where his wife could cook in better conditions. .
1011686,Home Appliances,Personal Use,To buy a water filter to provide her family with fresh and clean water to drink.
700080,Retail,Retail,"to buy handicrafts such as hammocks, vases and rocking chairs."
718752,Transportation,Transportation,to purchase an additional bicycle for her business
990018,Higher education costs,Education,to pay for tuition fees and school supplies.
1217541,Higher education costs,Education, to cover her educational fees.
667454,General Store,Retail,to buy additional items to sell in her general store
681954,Carpentry,Construction,to buy supplies.
998032,Farming,Agriculture,to pay for labor and irrigation to soften the tillage pans on her banana farm.
879718,General Store,Retail,"to buy milk, canned products, soft drinks and juices."
997887,Butcher Shop,Food,to expand her butcher shop and to buy a refrigerator
744635,Food Production/Sales,Food,"to buy plantains, oil, bags, and salt  for making chips."
1160670,Restaurant,Food, to renovate and buy equipment to store sandwiches and ice cream
1326338,Pigs,Agriculture,to purchase feed for her hog fattening.
801750,Pigs,Agriculture,to buy feed and vitamins for her pigs.
1057835,Food Production/Sales,Food,"to buy ingredients such as, flour, rice, sugar, etc., and other supplies needed in her business"
1023254,General Store,Retail,"to buy items to sell like canned goods, personal care products, cigarettes, spices, bread, milk, coffee, and snack foods."
801078,Fish Selling,Food,to buy fish to dry and sell 
1296320,Liquor Store / Off-License,Food,"to buy additional containers of coconut wine to sell, and other supplies needed in her business."
1070662,General Store,Retail,to buy additional grocery items for her variety store.
1309742,Food Production/Sales,Food,"To purchase flour, sugar and pistachios."
994395,Transportation,Transportation,to purchase additional spare parts for the maintenance of her truck.
1010814,Dairy,Agriculture,to buy animal feed.
1235012,Livestock,Agriculture,to pay for goats and their  feeds.
1213516,Farming,Agriculture,to pay for farm inputs
750298,Pigs,Agriculture,to buy feed and rice bran for her hogs.
1138037,General Store,Retail,"to purchase additional stock in products like soap, sardines, sugar, etc."
1019375,Higher education costs,Education,to pay for her son's university tuition fees and medical expenses for herself.
755934,Retail,Retail,to buy a chainsaw for his business.
1122514,Farming,Agriculture,to purchase seedlings and fertilizer for her farming business
866372,General Store,Retail,"to buy canned goods, detergent, soft drinks, noodles, sugar, cereals, etc. to sell"
660616,Personal Expenses,Personal Use,to buy certain foods which she needs for looking after her daughter and also to buy a wheelchair so she can go out.
655619,Food Production/Sales,Food,"To purchase hot dogs, cured pork,  and sausages to sell."
820165,Services,Services,to pursue his aluminum and glass business.
1294281,Pigs,Agriculture,"to buy potatoes, balanced feed and oats."
847938,Farm Supplies,Agriculture,"to purchase hybrid seeds and fertilizer for the cultivation of maize, as well as a solar light.			"
872161,Fruits & Vegetables,Food,to buy additional vegetables to sell.
756754,Personal Housing Expenses,Housing,to repair a roof.
687185,Phone Use Sales,Retail, To process more mobile phone credit sales on the weekends
912461,Poultry,Agriculture,to buy additional feed and vitamins
1179707,Restaurant,Food,"to buy rice, meats, vegetables, and cooking oil to supply her food service offering."
723726,Food Stall,Food,to add more stock of retail goods for sale
1014672,Personal Housing Expenses,Housing,to fix his house
731558,Higher education costs,Education,to pay for tuition
1271622,Cattle,Agriculture,to buy livestock to rear and then sell.
769086,Personal Housing Expenses,Housing,to make repairs at home in order to improve living conditions
778359,Cereals,Food,to purchase more stock of rice 
1071482,General Store,Retail,to buy more groceries to sell.
1217771,Animal Sales,Agriculture,to build corrals for raising pigs to sell so she can improve her education
1057560,Personal Housing Expenses,Housing,to purchase all the construction materials needed to build a retaining wall.
854360,Farming,Agriculture,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.							
1051060,Services,Services,to pay painting inputs for his business
892354,Retail,Retail,"to purchase an assortment of colognes, perfumes, and school supplies."
862360,Retail,Retail,"to buy clothing, cosmetics, perfumes, blushes, eyeshadows, and pants as well as steel, gold plated, and silver jewelry. "
1038780,Farming,Agriculture,to invest in growing potatoes.
848600,Farming,Agriculture,to buy new garden tools and take proper care of her garden
740729,General Store,Retail,to purchase more groceries to sell in her general store
1046780,Food,Food,to start a new business selling food
1209228,Beauty Salon,Services,to buy products to use for pedicures and manicures.
791231,Food Production/Sales,Food,"to buy soft drinks, meat, chicken, condiments, rice, beans, bananas, potatoes, yucca, cabbage, etc. to supply her business."
1123808,Farming,Agriculture,to buy seeds and expand her farm.
930707,Food,Food,to establish a business selling ice cream (sorbets).
953907,Fishing,Food,"to buy fishing nets, a boat engine and pay for tuition fees."
1261167,Farming,Agriculture,to purchase seeds and fertilizers.
676302,Clothing Sales,Clothing,to buy traditional cloth material to sell
1133549,Fishing,Food,to purchase additional fishing net and maintenance for her fishing boat
878903,Food Stall,Food,to buy a vehicle for fast food. 
784045,Tailoring,Services,to purchase sewing materials to enlarge her business more 
997526,Food,Food,"to buy beef and pork, among other things."
1161099,Retail,Retail,buy eight packs of spaghetti and 6 boxes of boxed tomatoes.
954053,Pigs,Agriculture,to purchase bags of animal feed.
705335,Retail,Retail,to buy more stocks of candle to sell to her customers
1160868,Bakery,Food,"to buy additional stocks of ingredients like yeast, flour, margarine, sugar, etc"
753499,General Store,Retail,"to purchase additional stocks to sell like can goods, egg, milk, sugar, soap, etc"
1040986,Poultry,Agriculture,to build a barn and to buy more chickens to raise.
852565,Personal Housing Expenses,Housing,"to build a room of wood for his children and improve his house, which is made of wood and is on stilts."
1212710,Motorcycle Transport,Transportation,to purchase spare parts for motor maintenance and buy rice in volume to sale.
817258,Fishing,Food,"to buy a new boat engine, fishing nets, lead weights and hooks. "
763259,Food,Food,to purchase more stock of salt to sell.
1194649,Food,Food,to buy basic materials.
988511,Personal Expenses,Personal Use,"to buy food and clothing, eliminating pressure to sell maize for low prices at harvest"
772857,Personal Housing Expenses,Housing,"to repair the cracks in the walls of his house, whitewash it and coat it with stucco."
1204189,Higher education costs,Education,to pay her son's university tuition fees for the third year majoring in physical training.
1151989,Clothing Sales,Clothing,"to buy shoes, t-shirts, pants, sweaters and blouses."
1298586,Clothing Sales,Clothing,to buy more clothing to resell.
966104,Food Production/Sales,Food,to buy 03 cans of red palm oil.
675368,Higher education costs,Education,To pay for his tuition 
911053,Home Appliances,Personal Use,to buy a TerraClear water filter that will give her family safe and pure water to drink.
870533,General Store,Retail,"to buy sugar, salt, soap, rice, cassava and other merchandise for selling."
1093311,Tailoring,Services,to purchase a machine to continue her work sewing.
942670,Farming,Agriculture,to purchase more fertilizer to increase her crop yield so to earn more income to save for future need.
884337,Farming,Agriculture,To buy fertilizer for the rice field.
1208349,Cobbler,Services,"to buy nails, leather and glues."
907666,Fish Selling,Food,to buy more dried fish to sell.
1016753,Food Market,Food,to buy matooke for retail sale.
1228415,Agriculture,Agriculture,"to pay for workers to help with the harvest, and to buy a lawnmower."
1272041,Restaurant,Food,buy a fully-functioning food truck with all equipment necessary to run a daily food truck business.
1303981,Personal Expenses,Personal Use,to build a sanitary toilet for her family
774443,Farming,Agriculture,To buy fertilizer to support her farmland.
1145683,Cosmetics Sales,Retail,to buy more stock of beauty products. 
1147542,Higher education costs,Education,to pay tuition fees.
1115700,Fruits & Vegetables,Food,to purchase sacks of fruits and coconuts for resale.
945171,Farming,Agriculture,to buy fertilizers and pesticides for her farm.
958813,Higher education costs,Education,to buy materials for his work and studies such as a laptop.
660467,Food Stall,Food,"purchase diverse food items and consumables (tomatoes, peanuts, palm oil, onions, etc) "
769092,Retail,Retail,"To buy cooking oil, perfume, salts, rice, coffee, noodles, slippers, sugar and other things to sell."
668292,Primary/secondary school costs,Education,to pay school fees and purchase all essential materials for the new session 
1304531,Farming,Agriculture,	to buy seeds and start farming so that she can provide a better life for her three children.
971202,General Store,Retail,"to open a shop, renovate it, and buy more merchandise to sell."
936702,Personal Products Sales,Retail,"to buy items to sell like toilet bowl cleanser, lotion, soap powder, beauty soap, shampoo, etc."
748991,Clothing Sales,Clothing,to buy more clothes.
1283384,Tailoring,Services,"to buy flour, meat materials and fabrics."
1152107,Fuel/Firewood,Retail,to purchase firewood.
1306168,Pigs,Agriculture,to buy piglets
750774,Fish Selling,Food,to buy additional boxes of fish to make dried fish
867379,Construction,Construction,to improve the infrastructure of her house. She needs to refine the walls and repair the roof before winter comes.
776545,Crafts,Arts,"to buy supplies, including wood, beads, paint, and sandpaper, and to hire additional carvers in his workshop."
1161219,Personal Expenses,Personal Use,to meet urgent household needs such as food and clothing
1049320,Personal Housing Expenses,Housing,to build a toilet at their home to improve access to water and sanitation for their family.
967345,Farming,Agriculture,to buy a motorbike.
920550,Construction Supplies,Construction,to build a stable for the pigs and a henhouse
1170352,Food,Food,"to buy ingredients such as vegetables, fish, meat, and other supplies."
657974,Animal Sales,Agriculture,buy bull calves to set up a new livestock-farming business
714605,Construction,Construction,to buy construction materials.
775283,Fruits & Vegetables,Food,to buy a greater quantity of fruits and vegetables for sale.
1226062,Tailoring,Services,"to procure stitching inventory such as threads, cloth, laces, and buttons."
816536,Cafe,Food,"start an additional income business parallel to the existing cafe, she will open a clothes selling shop and will buy new winter clothes collection, which will be a second source of income."
1141908,Fishing,Food,"to buy fishing materials such as fishing nets, lead weights, floaters and fishing rope."
1290958,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.
987652,Food Market,Food,to buy more cassava flour for selling.
1248673,Higher education costs,Education,to pay his university tuition fees for a bachelor's degree in business management.
845913,Retail,Retail,to purchase three pieces of sheet metal.
784678,Fruits & Vegetables,Food,to buy seasonal and fresh fruits. 
792503,Personal Expenses,Personal Use,to buy food and clothing thereby eliminating pressure to sell corn for low prices at harvest.
901328,Natural Medicines,Health,to buy natural remedies for resale.
1264801,Tailoring,Services,to purchase necessary tailoring materials and fabrics.
926895,Cereals,Food,"to purchase maize flour, rice, beans, cooking fat oil"
874501,Fish Selling,Food,to purchase more fish to resell
971111,Retail,Retail,"to buy groceries such as milk, sugar, eggs, oil and more."
937480,Personal Housing Expenses,Housing,"to purchase sand, cement, brick and equipment to build a new toilet."
858656,General Store,Retail,"to buy rice, oil, beans and lentils."
760872,Liquor Store / Off-License,Food,to buy wines and spirits to sell
1200345,General Store,Retail,"buy rice, beans, sugar, salt, oil and eggs."
825255,Services,Services,
762539,Food Production/Sales,Food,"to buy more potatoes, bananas and cassava to sell."
734679,Animal Sales,Agriculture,to buy cows in order to increase her working capital 
970599,Grocery Store,Food,to buy supplies for his grocery store.
1004033,Food Production/Sales,Food,"to buy seven 50-kilogram bags of sugar, five 20-liter bottles of oil, eight 25-kilogram buckets of peanut butter, and other condiments to sell at retail."
1219444,Sewing,Services,to buy a new overlocking machine and pay for maintenance and improvement of the two machines she has.  She will also buy supplies such as fabric and thread.
1003510,Poultry,Agriculture,to buy poultry.
965234,Cereals,Food,to buy more stock of maize.
889733,General Store,Retail,to buy a variety of staple products. 
674418,Fruits & Vegetables,Food,to purchase additional baskets of vegetables to sell
875511,Retail,Retail,"to buy more beers, sodas, soap, sugar and salt to sell."
992674,General Store,Retail,"to purchase canned foods, milk, sugar, seasoning, coffee, shampoo, etc."
1215586,Home Energy,Personal Use,to buy an Eco friendly stove.
774773,Cereals,Food,to buy rice
1008990,Personal Housing Expenses,Housing,"to buy trousers, shirts, skirts, dresses and more for her business."
838776,Higher education costs,Education,to pay for her tuition fees.
1024974,Cereals,Food,To expand his business by purchasing more beans to sell.
799346,General Store,Retail,"to purchase additional merchandise like biscuits, beverages, toiletries and soft drinks"
1094326,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.
1151803,Farming,Agriculture,to buy fertilizers to increase his production
1013622,Pigs,Agriculture,"to buy materials to make his pigsties stronger, and to buy vaccines and feed to fatten up his animals."
764579,Agriculture,Agriculture,to buy an irrigation system in order to grow squash
929568,Farming,Agriculture,to buy supplies to expand her production and improve sales in this way she can get more income for the good of her family
1015020,Farming,Agriculture,to buy farm inputs.
1077161,General Store,Retail,"to buy more oil, sugar, and jelly."
1254689,Food,Food,"to buy rice, chicken, meat, and vegetables to prepare food."
1281927,Agriculture,Agriculture,to purchase manure and fertilizers for her coffee farm.
979583,Crafts,Arts,"to buy pigs and concentrated feed to fatten them and sell them. Also, to buy threads to continue making hammocks."
1183005,Crafts,Arts,to buy materials needed such as bamboo sticks and other supplies for a broom-making business.
776214,General Store,Retail,"to buy items to sell like shampoo, groceries, etc."
1134042,Food Production/Sales,Food,"to buy more stock of sweets, biscuits and farm inputs."
1328297,General Store,Retail,"to buy rice, canned goods, noodles, sugar, biscuits and the like to keep her store well supplied."
822359,Farming,Agriculture,To buy fertilizer
1025876,Fish Selling,Food,to stock up on crates of fish.
1014531,General Store,Retail,"to buy rice, noodles, biscuits and canned food for her general store."
906104,Personal Housing Expenses,Housing,to purchase a solar system because the actual electricity service is deficient and to save money.
934092,Farming,Agriculture,to buy seeds and fertilizer.
704837,Food Production/Sales,Food,
739973,Home Energy,Personal Use,
1160481,Farming,Agriculture,to buy compost and fertilizers.
1278160,Retail,Retail, to buy more stock of shoes.
718084,Farm Supplies,Agriculture,"to buy urea, fertilizer, foliar spray and Gramoxone to help her cultivation of coffee "
1322388,Embroidery,Arts,her husband to pay advance money to his embroidery firm's workers.
779707,Home Appliances,Personal Use,to purchase a refrigerator for storing his food.
863710,Fruits & Vegetables,Food,"to purchase green vegetables, two crates of tomatoes, and onions for resale"
1273691,Farming,Agriculture,"to buy farm inputs (fertilizers, pesticides, and herbicides)."
767188,Retail,Retail,"to purchase linens, blankets and pillows to sell"
1296180,Higher education costs,Education,to pay his university tuition fees for a bachelor's degree in Mechanical Engineering.
742227,General Store,Retail,to purchase additional stock of goods
1056962,Sewing,Services,to buy a new sewing machine.
1283350,Farming,Agriculture,to buy a plot of farmland to expand the farming area on her farm.
750906,Fruits & Vegetables,Food,"to purchase green vegetables and sacks of fruit such as oranges, mangoes, watermelon, and pawpaw."
806053,Clothing Sales,Clothing,To buy more clothes for tailoring for resale.
1101317,Food Production/Sales,Food,to buy rice and beans to sell.
831600,Cattle,Agriculture,to purchase stock of good quality grass and feed for the cattle.
1036152,Farming,Agriculture,To buy mineral fertilizer
852405,Dairy,Agriculture,To purchase a dairy cow for milk production to enable him to purchase metal bars for making metal doors.
1031844,Pigs,Agriculture,to buy feeds and other supplies to raise her pig
1145544,Higher education costs,Education,to pay her education costs.
966001,Dairy,Agriculture,"to buy a head of cattle, for milk, butter and cheese making"
1299359,Personal Housing Expenses,Housing,"to renovate the toilet with the construction of a roof, walls, etc."
971932,Embroidery,Arts,"to purchase more beads, threads, and frames to meet orders of her customers on time."
1187743,Livestock,Agriculture,to buy a pair of calves.
1209992,Tailoring,Services,to purchase a sewing machine and cloth material.
757054,General Store,Retail,to buy inventory to set up a new general store for her son.
705908,Food Production/Sales,Food,to acquire a popsicles franchise  
1144453,General Store,Retail,"to buy oyster and mussel eggs for her farm and groceries such as soft drinks, rice, eggs etc. to restock her store."
1126406,Beauty Salon,Services,"to pay for a high frequency facial machine, an ozone vapor machine, an ultrasound machine,  an electro-stimulation machine, publicity and beauty products."
957446,Grocery Store,Food,"to buy more products such as juice, fruits, soft drinks and food supplies."
1280754,Liquor Store / Off-License,Food,to buy more stock of wines and spirits.
1110256,Livestock,Agriculture,to buy additional husbandry (cows)
792356,Tailoring,Services,To buy different kinds of tailoring accessories for her husband's tailoring business.
1011638,Clothing Sales,Clothing,to increase her merchandise with  special offers and items for this winter season to attract customers attention
1243524,Clothing Sales,Clothing,to buy clothing for sale.
920270,Livestock,Agriculture,to purchase 8 sheep to increase the size of her herd.
907708,Food,Food,to buy additional stock of frozen food to resell.
961795,Farming,Agriculture,to pay for agricultural work- applying and incorporating pesticides and fertilizers and paying for labor for his harvest.
1292568,Pub,Food,to buy more drinks to resell to customes.
896164,General Store,Retail,to purchase more stocks of groceries to sell.
1292839,General Store,Retail,"to buy items to sell like canned goods, personal care products, etc."
830494,Personal Housing Expenses,Housing,"to pay for the construction of a sanitary latrine, with a device for hand-washing with soap"
1070352,Clothing Sales,Clothing,"to buy new men's, ladies' and children's clothes and footwear to sell to customers of her flea market stand."
981725,Retail,Retail,"to invest in thread, fabric, clasps, pins, and basic items for her shop."
1321426,General Store,Retail,"to buy grocery items to sell, such as beverages, canned goods and home-care products."
670373,Sewing,Services,to purchase additional sewing materials for her clothing business
859926,Home Appliances,Personal Use,to buy a solar system for heating water. 
943427,Agriculture,Agriculture,"to pay the costs of labor for upkeep, and to purchase fertilizer and phytosanitary products."
1074823,Musical Performance,Entertainment,to purchase a new videoke machine for her business.
939603,Food Production/Sales,Food,"to purchase bags of flour, eggs and other ingredients for fresh noodles production"
1295969,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his or her family.
997416,Grocery Store,Food,"to buy rice, sugar and noodles."
859307,Spare Parts,Retail,to buy more spare parts for her business
703238,Food Stall,Food,"to buy ingredients at wholesale price, such as cheeses, meats, breads, bags and boxes for packaging, silverware, napkins, etc. "
1018546,Fruits & Vegetables,Food,"to buy additional fruits and vegetables such as cucumbers, bananas, beans, ginger, squash, etc to sell to her local market."
948632,Retail,Retail,"to restock her store, with items like canned goods, oil, and soy sauce."
819690,Retail,Retail,to enhance her husband's pan shop
991068,Clothing Sales,Clothing,
685215,Weaving,Arts,to buy materials for basket weaving like bamboo and straw as well as materials to repair the house including cement and wood.
1158089,Education provider,Education,to buy teaching games for her students' learning.
1252998,Fish Selling,Food,to buy more fish
1173502,Retail,Retail,"to buy clothes for adults and children, and school supplies."
987305,Fishing,Food,to buy fishing gear and other equipment.
736754,Farming,Agriculture,To buy fertilizer and rice seed for her crop
1128573,Fruits & Vegetables,Food,to buy fruit
967302,Food,Food,to buy 34 bowls of beans.
874142,Food Production/Sales,Food,To invest in the purchase of an electric grinder for making ground corn.
872400,Farming,Agriculture,to purchase hybrid seeds and fertilizer to improve the harvest of maize							
854165,Charcoal Sales,Retail,to buy bags of charcoal.
865207,Grocery Store,Food,to renovate her store and buy more groceries to sell.
726846,Cloth & Dressmaking Supplies,Retail,"to buy spools of thread along with packs of lace, ribbons, and buttons in different colors."
1077425,Farming,Agriculture,"to buy supplies and pay for technical assistance for cultivating cacao, corn, and rice."
874816,Beauty Salon,Services," fulfill his dream of having his own beauty salon; he wishes to buy a hair-cutting chair, electric shears, a hair iron, a dryer, and a curling iron."
1050180,Farming,Agriculture,"to start a Moringa farm; to purchase fertilizer, pesticides, get adequate water, farm management training and to hire tractor time to clear the land for planting the farm."
1026791,Pigs,Agriculture,to buy feed and other supplies to raise her pigs.
863272,Bakery,Food,"to purchase an oven and to start a bakery business, with the hope of purchasing a house"
1298765,Water Distribution,Services,to pay for membership to use drinking water services.
686209,Crafts,Arts,"to purchase yarn in a variety of colors, needles and other materials"
705803,Food Market,Food,to purchase more oil for her business.
904482,Pigs,Agriculture,to buy feeds and other supplies for her pigs
951303,General Store,Retail,"to buy items to sell like canned goods, personal care products, bread, drinks, spices, noodles and other snack foods."
855290,Farming,Agriculture,to purchase bags of fertilizer and a knapsack sprayer.
815851,Personal Expenses,Personal Use,"To buy food and clothing, thereby eliminating pressure to sell corn at low prices at harvest."
1269416,Computer,Education,"to buy a laptop for his studies, to do his homework and to do research ."
807108,Farming,Agriculture,pay expenses until he can sell his crops
727176,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.
942628,Pigs,Agriculture,"to buy feeds, vitamins, and other supplies to raise her livestock"
1197967,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.
828537,Agriculture,Agriculture,to purchase farming supplies to maintain her crops and to pay laborers .
789009,Retail,Retail,"to invest in skirts, blouses, trousers, shirts, beauty products etc."
671253,Taxi,Transportation,to maintain his vehicle and purchase tyres and other spare parts
986846,Furniture Making,Manufacturing,to buy wood and materials needed to make doors and beds.
1187481,Farming,Agriculture,to buy cost efficient maize seeds and fertilizer for the coming harvesting season							
1278192,Fruits & Vegetables,Food,to buy more stock of bananas for resale.
1242349,Personal Medical Expenses,Health,to pay for treatment at the medical clinic.
1226013,Food Production/Sales,Food,to buy more maize to sell.
714252,General Store,Retail,to purchase more groceries to sell.
1253928,Cattle,Agriculture,to buy cattle for fattening up in order to make a profit when they're sold.
1133597,Higher education costs,Education,to pay his tuition for a master's degree.
1211020,Fruits & Vegetables,Food,to expand her onion business by purchasing more stock for wholesale and selling them in the local market.
1137213,Cattle,Agriculture, to purchase more cattle for reselling in the market
903322,Taxi,Transportation,to repair her husband's taxi
766633,Dairy,Agriculture,to purchase two cows and renovate the cattle shed.
749302,Farming,Agriculture,To purchase high-quality inputs in order to double maize yield and income
981055,Grocery Store,Food,"to buy cold cuts, dairy products, grains, candy, and other products for his store."
960366,Farming,Agriculture,to pay for land and seedbed preparations.
743161,Grocery Store,Food,To purchase vegetables and fruits for resale.
942704,Manufacturing,Manufacturing,to buy materials for her business.
